pollAt,reportTime,homeId,masterDeviceId,masterName,masterChanged,prevMasterDeviceId,conflict,masterDeviceIds,slaveDeviceIds,devicesJson
1787123678143,1787123672371,301063244,bf6996d9378876673f4seu,Lyra 2500 AC,0,,0,bf6996d9378876673f4seu,"bf3b759e55217fcc09qf87,bf59d9157962dd9bfa73ho,bf904415b117cede4czjkx,bfc9f46e8ba3381b6bach7","[{""deviceId"":""bf6996d9378876673f4seu"",""deviceName"":""Lyra 2500 AC"",""role"":0,""roleLabel"":""主机"",""reportTime"":1787123666175},{""deviceId"":""bf3b759e55217fcc09qf87"",""deviceName"":""CBE2000 Pro"",""role"":1,""roleLabel"":""从机"",""reportTime"":1787123672371},{""deviceId"":""bf59d9157962dd9bfa73ho"",""deviceName"":""Atlas 6000 AC  3"",""role"":1,""roleLabel"":""从机"",""reportTime"":1787123670349},{""deviceId"":""bf904415b117cede4czjkx"",""deviceName"":""Lyra 2500 Pro"",""role"":1,""roleLabel"":""从机"",""reportTime"":1787060280352},{""deviceId"":""bfc9f46e8ba3381b6bach7"",""deviceName"":""Atlas 6000 AC  4"",""role"":1,""roleLabel"":""从机"",""reportTime"":1787123670327}]"
